disease,subtype,code_system,field_or_source,field_description,codes,code_value,match_rule,use_case,evidence_source,evidence_detail,phenotype_url,validation_source,validation_status,notes
Abdominal Hernia,broad endpoint,ICD-10,41202,Diagnoses - main ICD10,K45,Other abdominal hernia,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41202,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,ICD-10,41202,Diagnoses - main ICD10,K46,Unspecified abdominal hernia,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41202,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,ICD-10,41204,Diagnoses - secondary ICD10,K40,Inguinal hernia,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41204,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,ICD-10,41204,Diagnoses - secondary ICD10,K41,Femoral hernia,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41204,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,ICD-10,41204,Diagnoses - secondary ICD10,K42,Umbilical hernia,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41204,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,ICD-10,41204,Diagnoses - secondary ICD10,K43,Ventral hernia,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41204,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,ICD-10,41204,Diagnoses - secondary ICD10,K45,Other abdominal hernia,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41204,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,ICD-10,41204,Diagnoses - secondary ICD10,K46,Unspecified abdominal hernia,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41204,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T19,Simple excision of inguinal hernial sac,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T19.1,Bilateral herniotomy,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T19.2,Unilateral herniotomy,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T19.3,Ligation of patent processus vaginalis,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T19.8,Other specified simple excision of inguinal hernial sac,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T19.9,Unspecified simple excision of inguinal hernial sac,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T20,Primary repair of inguinal hernia,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T20.1,Primary repair of inguinal hernia using insert of natural material,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T20.2,Primary repair of inguinal hernia using insert of prosthetic material,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T20.3,Primary repair of inguinal hernia using sutures,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T20.4,Primary repair of inguinal hernia and reduction of sliding hernia,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T20.8,Other specified primary repair of inguinal hernia,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T20.9,Unspecified primary repair of inguinal hernia,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T21,Repair of recurrent inguinal hernia,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T21.1,Repair of recurrent inguinal hernia using insert of natural material,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Abdominal Hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,T21.2,Repair of recurrent inguinal hernia using insert of prosthetic material,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_abdo.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
