disease,subtype,code_system,field_or_source,field_description,codes,code_value,match_rule,use_case,evidence_source,evidence_detail,phenotype_url,validation_source,validation_status,notes
Appendicitis,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,H02.1,Interval appendicectomy,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,H02.2,Planned delayed appendicectomy NEC,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,H02.3,Prophylactic appendicectomy NEC,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,H02.8,Other specified other excision of appendix,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,H02.9,Unspecified other excision of appendix,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,H03,Other operations on appendix,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,H03.1,Drainage of abscess of appendix,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,H03.2,Drainage of appendix NEC,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,H01,H01,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,H01.1,H01.1,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,H01.2,H01.2,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,H01.8,H01.8,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,H01.9,H01.9,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,H02,H02,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,H02.1,H02.1,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,H02.2,H02.2,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,H02.3,H02.3,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,H02.8,H02.8,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,H02.9,H02.9,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,H03,H03,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,H03.1,H03.1,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,H03.2,H03.2,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,ICD-10,40001,Underlying (primary) cause of death: ICD10,K35,Acute appendicitis,exact,incident/prevalent endpoint; death registry source,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=40001,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,ICD-10,40001,Underlying (primary) cause of death: ICD10,K36,Other appendicitis,exact,incident/prevalent endpoint; death registry source,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=40001,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,ICD-10,40001,Underlying (primary) cause of death: ICD10,K37,Unspecified appendicitis,exact,incident/prevalent endpoint; death registry source,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=40001,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,ICD-10,40002,Contributory (secondary) causes of death: ICD10,K35,Acute appendicitis,exact,incident/prevalent endpoint; death registry source,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=40002,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,ICD-10,40002,Contributory (secondary) causes of death: ICD10,K36,Other appendicitis,exact,incident/prevalent endpoint; death registry source,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=40002,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,ICD-10,40002,Contributory (secondary) causes of death: ICD10,K37,Unspecified appendicitis,exact,incident/prevalent endpoint; death registry source,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=40002,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,14C2.00,H/O: appendicitis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,25J6.00,Appendix mass,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7700000.0,Emergency excision of abnormal appendix and drainage HFQ,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7700100.0,Emergency excision of abnormal appendix NEC,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7700300.0,Emergency appendicectomy NEC,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7700400.0,Endoscopic emergency appendicectomy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7700.00,Emergency excision of appendix,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7700.11,Emergency appendicectomy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7700y00,Other specified emergency excision of appendix,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7700z00,Emergency excision of appendix NOS,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7701000.0,Interval appendicectomy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7701300.0,Planned delayed appendicectomy NEC,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7701400.0,Endoscopic appendicectomy NEC,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7701.00,Other excision of appendix,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7701.11,Non emergency appendicectomy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7701y00,Other specified other excision of appendix,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7701z00,Other excision of appendix NOS,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7701z11,Appendicectomy NEC,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7702000.0,Drainage of abscess of appendix,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,7702100.0,Drainage of appendix NEC,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J200.00,Acute appendicitis with peritonitis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J201.00,Acute appendicitis with appendix abscess,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J201.11,Abscess of appendix,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J201.12,Appendix abscess,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J202.00,Acute appendicitis without peritonitis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J203.00,Acute appendicitis with generalised peritonitis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J204.00,Acute appendicitis with localised peritonitis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J20..00,Acute appendicitis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Appendicitis,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,J20z100,Acute gangrenous appendicitis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_appendicitis.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
